,TWI,Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Historical TWI
,17 currency basket,United States dollar,UK pound sterling,Australian dollar,Japanese yen,German deutsche mark,Canadian dollar,South Korean won,Chinese renminbi,Malaysian ringgit,Hong Kong dollar,Indonesian rupiah,Thai baht,Singapore dollar,New Taiwan dollar,Indian rupee,Philippine peso,Vietnamese dong,Base June 1979=100
Notes,,,,,,,,,,,,,,,,,,,
Unit,Index,NZD/USD,NZD/GBP,NZD/AUD,NZD/JPY,NZD/DEM,NZD/CAD,NZD/KRW,NZD/CNY,NZD/MYR,NZD/HKD,NZD/IDR,NZD/THB,NZD/SGD,NZD/TWD,NZD/INR,NZD/PHP,NZD/VND,Index
Series Id,EXRT.DS41.NZB17,EXR.DS11.D06,EXR.DS11.D04,EXR.DS11.D01,EXR.DS11.D05,EXR.DS11.D25,EXR.DS11.D02,EXR.DS11.D12,EXR.DS11.D11,EXR.DS11.D14,EXR.DS11.D08,EXR.DS11.D13,EXR.DS11.D15,EXR.DS11.D09,EXR.DS11.D16,EXR.DS11.D31,EXR.DS11.D32,EXR.DS11.D33,EXRT.DS41.N
14 Jan 1994,59.02,0.5580,0.3728,0.8105,62.38,0.9763,0.7392,452.04,4.8537,1.5258,4.3115,1’171.04,14.2456,0.8970,14.7775,17.5575,15.4934,6’062.67,56.6
17 Jan 1994,58.97,0.5577,0.3744,0.8094,62.10,0.9764,0.7388,451.80,4.8510,1.5250,4.3092,1’170.41,14.2379,0.8965,14.7696,17.4978,15.5035,6’059.41,56.5
18 Jan 1994,59.09,0.5608,0.3752,0.8062,62.22,0.9828,0.7370,455.53,4.8820,1.5310,4.3325,1’183.87,14.3354,0.9026,14.8023,17.6515,15.5942,6’093.09,56.6
19 Jan 1994,59.45,0.5649,0.3777,0.8101,62.65,0.9861,0.7400,458.15,4.9177,1.5418,4.3642,1’192.53,14.4402,0.9078,14.9105,17.7701,15.7082,6’137.64,56.9
20 Jan 1994,59.44,0.5653,0.3786,0.8061,62.92,0.9874,0.7411,458.22,4.9212,1.5505,4.3669,1’193.37,14.4504,0.9094,14.9211,17.7363,15.7413,6’141.98,56.9
21 Jan 1994,59.32,0.5644,0.3771,0.8031,62.83,0.9804,0.7400,457.45,4.9133,1.5459,4.3590,1’191.47,14.4274,0.9056,14.8973,17.7081,15.7022,6’132.21,56.7
24 Jan 1994,59.56,0.5650,0.3788,0.8058,63.41,0.9902,0.7411,457.75,4.9185,1.5612,4.3633,1’195.77,14.4317,0.9075,14.9586,17.7855,15.7279,6’138.73,57.0
25 Jan 1994,59.66,0.5684,0.3806,0.8015,63.48,0.9957,0.7462,459.95,4.9481,1.5706,4.3905,1’202.96,14.5185,0.9112,15.0486,17.8857,15.7958,6’175.67,57.1
26 Jan 1994,59.58,0.5686,0.3803,0.8024,62.91,0.9928,0.7470,460.29,4.9498,1.5638,4.3914,1’203.39,14.5236,0.9086,15.0539,17.8920,15.7502,6’177.84,56.9
27 Jan 1994,59.49,0.5688,0.3808,0.8019,62.39,0.9925,0.7475,459.97,4.9516,1.5674,4.3936,1’203.81,14.5287,0.9088,15.0592,17.9086,15.7683,6’180.01,56.8
28 Jan 1994,59.24,0.5671,0.3766,0.8035,61.73,0.9805,0.7509,458.45,4.9368,1.5674,4.3805,1’200.21,14.4853,0.9035,15.0142,17.8550,15.7087,6’161.54,56.6
31 Jan 1994,59.50,0.5693,0.3807,0.8001,62.64,0.9931,0.7576,460.04,4.9529,1.5766,4.3968,1’204.10,14.5008,0.9067,15.0433,17.8950,15.7559,6’185.44,56.8
01 Feb 1994,59.47,0.5713,0.3797,0.8013,61.85,0.9906,0.7598,462.07,4.9703,1.5825,4.4123,1’208.33,14.5517,0.9058,15.0962,17.9797,15.7970,6’223.17,56.7
02 Feb 1994,59.52,0.5724,0.3819,0.7992,61.94,0.9921,0.7602,462.43,4.9799,1.5856,4.4218,1’210.66,14.5797,0.9074,15.1253,18.0177,15.8063,6’235.15,56.8
03 Feb 1994,59.48,0.5715,0.3824,0.7991,61.84,0.9918,0.7596,461.59,4.9720,1.5827,4.4142,1’208.76,14.5568,0.9076,15.1015,17.9757,15.7814,6’225.35,56.7
04 Feb 1994,59.50,0.5706,0.3836,0.7993,61.89,0.9943,0.7651,460.83,4.9642,1.5802,4.4082,1’206.85,14.5339,0.9079,15.0777,17.9474,15.7337,6’215.55,56.7
07 Feb 1994,59.70,0.5707,0.3857,0.8032,62.14,1.0059,0.7672,460.91,4.9651,1.5778,4.4131,1’206.55,14.5253,0.9076,15.0835,17.9546,15.7599,6’216.64,57.0
08 Feb 1994,59.85,0.5734,0.3858,0.8021,62.24,1.0082,0.7701,463.09,4.9886,1.5853,4.4340,1’212.26,14.5940,0.9119,15.1549,18.0369,15.8178,6’246.05,57.0
09 Feb 1994,60.03,0.5755,0.3916,0.8018,62.44,1.0149,0.7733,465.39,5.0068,1.5880,4.4595,1’217.22,14.6587,0.9173,15.2072,18.1091,15.8631,6’268.92,57.2
10 Feb 1994,60.09,0.5769,0.3944,0.8011,62.44,1.0135,0.7738,466.52,5.0190,1.5932,4.4724,1’220.18,14.6943,0.9137,15.2442,18.1621,15.9051,6’284.17,57.3
11 Feb 1994,59.85,0.5744,0.3929,0.7995,62.06,1.0070,0.7715,464.50,4.9973,1.5863,4.4531,1’214.89,14.6307,0.9097,15.1781,18.0834,15.8362,6’256.94,57.1
14 Feb 1994,59.61,0.5728,0.3910,0.8043,60.84,1.0030,0.7750,464.56,4.9833,1.5767,4.4386,1’211.51,14.5899,0.9048,15.1358,18.0346,15.7921,6’239.51,56.8
15 Feb 1994,59.16,0.5718,0.3854,0.8076,58.75,0.9877,0.7740,464.54,4.9746,1.5901,4.4233,1’209.39,14.5644,0.9098,15.1094,17.9913,15.8074,6’228.62,56.2
16 Feb 1994,59.44,0.5742,0.3897,0.8067,59.44,0.9933,0.7756,465.58,4.9955,1.5990,4.4426,1’214.47,14.6256,0.9142,15.1728,18.0127,15.9128,6’254.76,56.5
17 Feb 1994,59.50,0.5753,0.3898,0.8061,59.63,0.9926,0.7689,466.59,5.0051,1.5998,4.4493,1’216.79,14.6536,0.9146,15.2019,18.1092,15.9646,6’266.74,56.6
18 Feb 1994,59.48,0.5763,0.3890,0.8045,59.77,0.9877,0.7735,467.09,5.0138,1.6031,4.4571,1’218.91,14.6791,0.9155,15.2283,18.1407,15.9923,6’277.64,56.6
21 Feb 1994,59.35,0.5726,0.3864,0.8050,59.98,0.9809,0.7685,464.09,4.9816,1.5928,4.4285,1’211.08,14.5848,0.9096,15.1305,18.0027,15.8427,6’237.33,56.5
22 Feb 1994,59.91,0.5775,0.3911,0.8062,61.24,0.9969,0.7730,467.42,5.0244,1.6002,4.4629,1’239.54,14.6462,0.9177,15.2863,18.1698,15.9794,6’290.71,57.0
23 Feb 1994,59.81,0.5789,0.3914,0.8018,60.75,0.9982,0.7816,467.65,5.0366,1.5860,4.4737,1’242.54,14.6817,0.9177,15.3233,18.2258,16.0454,6’305.96,56.9
24 Feb 1994,59.93,0.5804,0.3924,0.7968,61.60,1.0033,0.7816,469.12,5.0496,1.5875,4.4891,1’245.76,14.7198,0.9195,15.3630,18.2445,16.0986,6’322.30,57.0
25 Feb 1994,59.54,0.5770,0.3889,0.7983,60.53,0.9909,0.7796,466.26,5.0201,1.5722,4.4628,1’238.46,14.6335,0.9133,15.2730,18.1376,16.0042,6’285.26,56.6
28 Feb 1994,59.54,0.5772,0.3882,0.8046,60.10,0.9861,0.7802,466.39,5.0243,1.5736,4.4596,1’237.56,14.5979,0.9129,15.2876,18.1533,15.9890,6’287.44,56.6
01 Mar 1994,59.59,0.5765,0.3880,0.8057,60.30,0.9826,0.7787,465.82,5.0182,1.5708,4.4555,1’236.06,14.5802,0.9126,15.2691,18.1563,15.9696,6’309.79,56.7
02 Mar 1994,59.50,0.5750,0.3862,0.8105,60.13,0.9828,0.7782,465.06,5.0051,1.5625,4.4443,1’232.85,14.5422,0.9079,15.2294,18.1082,15.9281,6’293.38,56.7
03 Mar 1994,59.06,0.5711,0.3824,0.8059,59.36,0.9750,0.7727,460.94,4.9712,1.5549,4.4141,1’224.49,14.4436,0.9026,15.1261,17.9383,15.7978,6’250.69,56.2
04 Mar 1994,59.18,0.5719,0.3828,0.8051,59.57,0.9790,0.7762,461.77,4.9782,1.5583,4.4193,1’226.20,14.4638,0.9065,15.1473,17.9634,15.7924,6’259.45,56.3
07 Mar 1994,59.53,0.5753,0.3869,0.7998,60.78,0.9915,0.7800,464.25,5.0093,1.5654,4.4462,1’234.81,14.5682,0.9116,15.1818,18.1037,15.8662,6’296.66,56.6
08 Mar 1994,59.69,0.5769,0.3877,0.8041,60.86,0.9926,0.7819,465.73,5.0232,1.5702,4.4583,1’238.25,14.6088,0.9134,15.2240,18.1505,15.9132,6’314.17,56.8
09 Mar 1994,59.43,0.5741,0.3854,0.8042,60.40,0.9826,0.7769,464.33,4.9989,1.5618,4.4366,1’232.24,14.5379,0.9110,15.1502,18.0612,15.8360,6’283.52,56.6
10 Mar 1994,59.33,0.5737,0.3831,0.8046,60.55,0.9714,0.7779,463.90,4.9954,1.5602,4.4329,1’231.38,14.5277,0.9098,15.1396,18.0593,15.8198,6’279.15,56.5
11 Mar 1994,59.21,0.5722,0.3809,0.8093,60.10,0.9633,0.7789,463.09,4.9823,1.5574,4.4213,1’228.16,14.4897,0.9068,15.1000,18.0121,15.7733,6’262.73,56.5
14 Mar 1994,59.45,0.5758,0.3844,0.8025,60.75,0.9732,0.7835,464.32,5.0101,1.5698,4.4484,1’236.42,14.5662,0.9128,15.1950,18.1163,15.8685,6’302.13,56.6
15 Mar 1994,59.56,0.5764,0.3855,0.8008,61.17,0.9743,0.7864,465.14,5.0173,1.5770,4.4527,1’235.85,14.5776,0.9146,15.2664,18.1265,15.8798,6’308.70,56.7
16 Mar 1994,59.66,0.5773,0.3875,0.8035,61.17,0.9795,0.7874,465.98,5.0232,1.5735,4.4596,1’239.64,14.6041,0.9152,15.2374,18.1653,15.9115,6’318.55,56.8
17 Mar 1994,59.69,0.5771,0.3865,0.8103,60.95,0.9729,0.7899,464.84,5.0214,1.5739,4.4588,1’239.21,14.5990,0.9131,15.2321,18.1561,15.9078,6’316.36,56.9
18 Mar 1994,59.40,0.5730,0.3843,0.8077,60.64,0.9708,0.7849,462.02,4.9858,1.5588,4.4285,1’230.41,14.4953,0.9078,15.1239,18.0272,15.7959,6’271.49,56.6
21 Mar 1994,59.22,0.5718,0.3842,0.7999,60.75,0.9711,0.7808,461.32,4.9752,1.5563,4.4189,1’228.36,14.4796,0.9078,15.0922,17.9736,15.7634,6’258.35,56.5
22 Mar 1994,58.96,0.5684,0.3818,0.8007,60.34,0.9618,0.7772,458.79,4.9456,1.5488,4.3909,1’221.05,14.3935,0.9012,15.0025,17.8738,15.6697,6’221.14,56.2
23 Mar 1994,59.03,0.5696,0.3830,0.8004,60.40,0.9620,0.7771,459.95,4.9560,1.5512,4.4002,1’223.63,14.4239,0.9034,15.0342,17.9093,15.7090,6’234.27,56.3
24 Mar 1994,58.84,0.5682,0.3800,0.7980,60.52,0.9556,0.7799,459.11,4.9438,1.5478,4.3893,1’220.62,14.3885,0.8986,14.9972,17.8718,15.6653,6’218.95,56.2
25 Mar 1994,58.66,0.5669,0.3790,0.8018,59.64,0.9466,0.7800,458.06,4.9325,1.5422,4.3803,1’217.83,14.3555,0.8932,14.9629,17.8309,15.6294,6’204.72,55.9
28 Mar 1994,58.69,0.5688,0.3798,0.7982,59.64,0.9481,0.7819,460.38,4.9491,1.5299,4.3936,1’222.96,14.3636,0.9010,15.0182,17.8853,15.6790,6’225.52,55.9
29 Mar 1994,58.63,0.5687,0.3795,0.8018,59.02,0.9510,0.7823,459.96,4.9483,1.5300,4.3932,1’222.75,14.3611,0.8922,15.0156,17.8822,15.6762,6’224.42,55.9
30 Mar 1994,58.26,0.5647,0.3799,0.8050,57.94,0.9440,0.7784,456.07,4.9135,1.5176,4.3630,1’214.15,14.2601,0.8855,14.9100,17.7635,15.5660,6’180.64,55.6
31 Mar 1994,58.10,0.5626,0.3798,0.8041,57.78,0.9415,0.7787,453.75,4.8952,1.5039,4.3474,1’209.63,14.2071,0.8829,14.8545,17.6488,15.5081,6’157.66,55.4
05 Apr 1994,58.29,0.5624,0.3843,0.8019,57.96,0.9537,0.7772,454.35,4.8910,1.5139,4.3462,1’212.07,14.2164,0.8836,14.8277,17.6537,15.5026,6’161.09,55.4
06 Apr 1994,58.74,0.5660,0.3849,0.8027,59.10,0.9690,0.7846,458.34,4.9223,1.5236,4.3737,1’219.83,14.3074,0.8898,14.9226,17.8126,15.5990,6’200.53,55.4
07 Apr 1994,58.77,0.5668,0.3853,0.8016,59.12,0.9704,0.7837,458.72,4.9293,1.5237,4.3799,1’221.55,14.3276,0.8905,14.9437,17.8280,15.6210,6’209.29,55.4
08 Apr 1994,58.78,0.5684,0.3854,0.7919,59.71,0.9734,0.7863,459.95,4.9432,1.5280,4.3922,1’225.00,14.3680,0.8930,14.9859,17.8783,15.6651,6’226.82,55.5
11 Apr 1994,58.77,0.5698,0.3860,0.7894,59.63,0.9726,0.7911,462.16,4.9568,1.5309,4.4017,1’229.61,14.4217,0.8910,15.0331,17.9174,15.7037,6’242.16,56.1
12 Apr 1994,58.57,0.5684,0.3868,0.7900,58.67,0.9736,0.7829,460.58,4.9446,1.5313,4.3916,1’226.59,14.3862,0.8895,14.9962,17.8727,15.6651,6’226.82,55.9
13 Apr 1994,58.47,0.5678,0.3845,0.7882,58.82,0.9745,0.7805,460.09,4.9394,1.5296,4.3873,1’225.29,14.3710,0.8873,14.9803,17.8176,15.6435,6’220.25,55.9
14 Apr 1994,58.29,0.5665,0.3838,0.7843,58.50,0.9687,0.7817,458.52,4.9281,1.5212,4.3769,1’222.49,14.3381,0.8852,14.9460,17.8084,15.6071,6’206.01,55.9
15 Apr 1994,58.54,0.5689,0.3856,0.7825,59.28,0.9742,0.7880,460.35,4.9489,1.5289,4.3954,1’227.67,14.3989,0.8875,15.0094,17.8839,15.6732,6’232.30,55.7
18 Apr 1994,58.53,0.5689,0.3870,0.7862,58.76,0.9747,0.7902,460.35,4.9467,1.5305,4.3958,1’227.67,14.3698,0.8856,15.0109,17.8801,15.6647,6’232.30,55.6
19 Apr 1994,58.48,0.5689,0.3870,0.7862,58.76,0.9747,0.7880,460.24,4.9467,1.5272,4.3961,1’227.67,14.3698,0.8870,15.0109,17.8949,15.6647,6’232.30,55.4
20 Apr 1994,58.38,0.5669,0.3830,0.7912,58.53,0.9645,0.7837,458.62,4.9293,1.5247,4.3810,1’223.35,14.3193,0.8832,14.9582,17.7822,15.6096,6’210.39,55.9
21 Apr 1994,58.44,0.5675,0.3798,0.7965,58.48,0.9594,0.7821,459.11,4.9345,1.5268,4.3849,1’224.64,14.3344,0.8853,14.9740,17.8556,15.6261,6’216.96,55.5
22 Apr 1994,59.02,0.5735,0.3853,0.7996,59.41,0.9681,0.7906,463.96,4.9867,1.5429,4.4317,1’237.59,14.4860,0.8947,15.1323,18.0444,15.7913,6’282.69,55.6
26 Apr 1994,58.95,0.5738,0.3850,0.7992,59.20,0.9657,0.7881,463.12,4.9868,1.5454,4.4333,1’239.84,14.4716,0.8922,15.1542,18.0442,15.7996,6’285.98,55.6
27 Apr 1994,58.81,0.5734,0.3809,0.8003,58.86,0.9591,0.7890,462.79,4.9834,1.5443,4.4299,1’238.98,14.4615,0.8916,15.1437,18.0019,15.7886,6’281.60,56.1
28 Apr 1994,58.85,0.5739,0.3811,0.8018,58.83,0.9605,0.7933,463.20,4.9877,1.5440,4.4330,1’240.06,14.4741,0.8913,15.1569,18.0306,15.7576,6’287.07,56.1
29 Apr 1994,58.99,0.5764,0.3808,0.8090,58.45,0.9583,0.7969,465.21,5.0094,1.5437,4.4527,1’245.46,14.5372,0.8963,15.2229,18.1091,15.7225,6’314.46,56.1
02 May 1994,59.02,0.5777,0.3811,0.8065,58.75,0.9555,0.7984,466.49,5.0260,1.5467,4.4627,1’246.66,14.5516,0.8975,15.2617,18.1830,15.6297,6’334.48,56.0
03 May 1994,58.96,0.5764,0.3808,0.8099,58.58,0.9501,0.7989,465.44,5.0147,1.5404,4.4527,1’243.85,14.5189,0.8954,15.2273,18.1379,15.6210,6’320.23,56.0
04 May 1994,58.97,0.5753,0.3800,0.8165,58.00,0.9396,0.7983,464.55,5.0051,1.5403,4.4449,1’241.48,14.4912,0.8949,15.1983,18.0587,15.6257,6’308.16,56.1
05 May 1994,59.24,0.5778,0.3850,0.8117,58.86,0.9565,0.7984,466.34,5.0268,1.5326,4.4638,1’246.87,14.5542,0.9001,15.2643,18.1241,15.7346,6’335.58,56.4
06 May 1994,59.18,0.5767,0.3862,0.8054,59.40,0.9629,0.7970,464.82,5.0173,1.5236,4.4560,1’244.50,14.5264,0.8968,15.2353,18.0896,15.8904,6’323.52,56.4
09 May 1994,59.13,0.5779,0.3873,0.8088,59.22,0.9068,0.7985,465.79,5.0277,1.5085,4.4653,1’248.16,14.5640,0.8951,15.4000,18.1403,15.9235,6’336.67,56.4
10 May 1994,59.38,0.5793,0.3867,0.8040,59.71,0.9588,0.7977,468.23,5.0399,1.5165,4.4758,1’251.19,14.5993,0.9022,15.4373,18.1842,15.9620,6’352.02,56.5
11 May 1994,59.64,0.5812,0.3907,0.8047,60.29,0.9751,0.8003,469.77,5.0564,1.5135,4.4901,1’255.29,14.6472,0.9021,15.4879,18.2410,16.0144,6’372.86,56.9
12 May 1994,59.75,0.5815,0.3892,0.8096,60.54,0.9693,0.8027,468.69,5.0590,1.5183,4.4924,1’255.94,14.6547,0.9030,15.4959,18.2533,16.0227,6’376.15,56.9
13 May 1994,59.95,0.5837,0.3895,0.8094,60.96,0.9741,0.8039,470.46,5.0782,1.5236,4.5094,1’260.69,14.7102,0.9071,15.5545,18.3223,16.0833,6’400.27,57.1
16 May 1994,60.16,0.5852,0.3906,0.8094,61.45,0.9791,0.8046,471.86,5.0912,1.5287,4.5221,1’265.84,14.7778,0.9070,15.6848,18.3694,16.1246,6’416.72,57.3
17 May 1994,60.04,0.5856,0.3895,0.8058,61.27,0.9800,0.8065,472.18,5.0947,1.5318,4.5248,1’266.71,14.7879,0.9076,15.6955,18.3808,16.1356,6’421.10,57.1
18 May 1994,59.95,0.5861,0.3907,0.8021,61.16,0.9824,0.8062,472.59,5.0990,1.5287,4.5283,1’267.79,14.8005,0.9042,15.7089,18.3965,16.1494,6’426.59,57.1
19 May 1994,59.86,0.5863,0.3887,0.8045,60.71,0.9714,0.8059,472.75,5.1008,1.5213,4.5292,1’268.22,14.8056,0.9002,15.7143,18.4040,16.1549,6’428.78,57.0
20 May 1994,59.96,0.5865,0.3888,0.8054,61.17,0.9717,0.8086,472.91,5.1025,1.5186,4.5307,1’268.66,14.8106,0.9018,15.7196,18.4102,16.1604,6’430.97,57.1
23 May 1994,60.07,0.5883,0.3904,0.8054,61.23,0.9678,0.8097,474.47,5.1182,1.5245,4.5446,1’272.83,14.8112,0.9048,15.8018,18.4667,16.2100,6’450.71,57.2
24 May 1994,60.03,0.5883,0.3907,0.8012,61.34,0.9689,0.8110,474.24,5.1182,1.5281,4.5446,1’272.83,14.8112,0.9048,15.8018,18.4667,16.2100,6’450.71,57.1
25 May 1994,60.07,0.5882,0.3907,0.8012,61.55,0.9729,0.8137,474.16,5.1173,1.5262,4.5438,1’272.61,14.8087,0.9035,15.7991,18.4636,16.2073,6’449.61,57.2
26 May 1994,60.02,0.5882,0.3897,0.8026,61.33,0.9675,0.8149,474.16,5.1173,1.5219,4.5438,1’272.61,14.8087,0.9028,15.7991,18.4636,16.2073,6’449.61,57.1
27 May 1994,60.14,0.5891,0.3904,0.8042,61.53,0.9708,0.8172,474.91,5.1253,1.5254,4.5520,1’274.60,14.8318,0.9045,15.8238,18.4918,16.2321,6’459.48,57.2
30 May 1994,60.10,0.5888,0.3901,0.8025,61.44,0.9680,0.8168,474.65,5.1225,1.5246,4.5495,1’273.91,14.8238,0.9040,15.8152,18.4824,16.2238,6’456.19,57.2
31 May 1994,60.48,0.5927,0.3929,0.8058,61.91,0.9759,0.8198,477.79,5.1565,1.5288,4.5793,1’282.62,14.9370,0.9095,16.0324,18.6049,16.3313,6’498.96,57.5
01 Jun 1994,60.56,0.5941,0.3931,0.8040,62.21,0.9783,0.8235,478.92,5.1686,1.5324,4.5901,1’285.65,14.9723,0.9102,16.0702,18.6503,16.3698,6’526.78,57.6
02 Jun 1994,60.49,0.5935,0.3915,0.8034,61.99,0.9782,0.8226,478.44,5.1634,1.5376,4.5858,1’284.35,14.9572,0.9110,16.0540,18.6300,16.3533,6’520.19,57.5
03 Jun 1994,60.63,0.5932,0.3931,0.8056,62.22,0.9811,0.8171,478.19,5.1608,1.5368,4.5839,1’283.70,14.9496,0.9135,16.0459,18.6205,16.3450,6’516.90,57.6
07 Jun 1994,60.54,0.5915,0.3925,0.8061,62.21,0.9882,0.8117,476.82,5.1460,1.5348,4.5711,1’281.13,14.9331,0.9053,16.0151,18.5672,16.2982,6’498.22,57.6
08 Jun 1994,60.35,0.5906,0.3915,0.8041,61.65,0.9835,0.8124,476.10,5.1382,1.5312,4.5666,1’279.19,14.9104,0.9054,15.9907,18.5389,16.2734,6’488.33,57.4
09 Jun 1994,60.17,0.5891,0.3898,0.8022,61.34,0.9834,0.8100,474.89,5.1251,1.5293,4.5526,1’275.94,14.8725,0.9048,15.9501,18.4918,16.0094,6’471.85,57.2
10 Jun 1994,60.15,0.5893,0.3901,0.8023,61.33,0.9824,0.8099,475.05,5.1269,1.5299,4.5597,1’276.37,14.8776,0.9037,15.9555,18.4981,15.9064,6’474.05,57.2
13 Jun 1994,60.10,0.5900,0.3908,0.8011,61.16,0.9811,0.8154,475.73,5.1330,1.5293,4.5648,1’278.99,14.8577,0.9035,15.9641,18.5201,15.8804,6’481.74,57.1
14 Jun 1994,59.95,0.5896,0.3876,0.8024,60.74,0.9708,0.8161,475.41,5.1295,1.5306,4.5610,1’278.13,14.8476,0.9036,15.9532,18.5075,15.8714,6’477.35,57.0
15 Jun 1994,59.81,0.5872,0.3870,0.8041,60.47,0.9665,0.8162,473.47,5.1086,1.5248,4.5393,1’272.92,14.7872,0.9001,15.8883,18.4322,15.8227,6’450.98,56.9
16 Jun 1994,59.84,0.5876,0.3866,0.8052,60.43,0.9623,0.8168,473.79,5.1121,1.5270,4.5427,1’273.79,14.7973,0.9011,15.8991,18.4448,15.8288,6’455.37,56.9
17 Jun 1994,60.05,0.5902,0.3880,0.8064,60.97,0.9624,0.8211,475.89,5.1347,1.5306,4.5621,1’279.43,14.8628,0.9027,15.9695,18.5264,15.8911,6’483.94,57.1
20 Jun 1994,60.16,0.5942,0.3877,0.8059,60.88,0.9564,0.8265,479.12,5.1570,1.5418,4.5923,1’288.10,14.9259,0.9076,16.0729,18.6519,15.9881,6’527.88,57.2
21 Jun 1994,60.06,0.5938,0.3864,0.8061,60.62,0.9511,0.8239,480.07,5.1536,1.5399,4.5885,1’287.23,14.9159,0.9068,16.0621,18.6394,15.9786,6’523.49,57.1
22 Jun 1994,59.87,0.5940,0.3866,0.7993,60.12,0.9524,0.8225,478.92,5.1553,1.5373,4.5911,1’287.67,14.9209,0.9083,16.0675,18.6457,15.9845,6’525.68,56.8
23 Jun 1994,59.89,0.5921,0.3866,0.8084,60.00,0.9496,0.8221,477.19,5.1388,1.5323,4.5768,1’283.55,14.8694,0.9045,16.0161,18.5860,15.9334,6’504.81,56.9
24 Jun 1994,59.69,0.5917,0.3828,0.8058,59.80,0.9443,0.8221,477.02,5.1353,1.5321,4.5723,1’282.68,14.8631,0.9045,16.0053,18.5735,15.9226,6’500.42,56.7
27 Jun 1994,59.37,0.5879,0.3776,0.8157,58.61,0.9250,0.8148,474.07,5.1024,1.5258,4.5440,1’273.89,14.7159,0.8967,15.8174,18.4410,15.8204,6’458.67,56.4
28 Jun 1994,59.88,0.5928,0.3833,0.8182,59.42,0.9380,0.8213,478.49,5.1449,1.5397,4.5822,1’284.51,14.8385,0.9037,15.9492,18.5932,15.9522,6’512.50,56.9
29 Jun 1994,59.77,0.5925,0.3812,0.8190,58.92,0.9330,0.8197,478.25,5.1423,1.5430,4.5792,1’283.86,14.8310,0.9027,15.9411,18.5838,15.9442,6’509.21,56.8
30 Jun 1994,59.85,0.5943,0.3845,0.8150,58.86,0.9434,0.8222,478.70,5.1579,1.5477,4.5938,1’287.76,14.8761,0.9066,15.9896,18.6417,15.9879,6’528.98,56.8
01 Jul 1994,60.08,0.5974,0.3874,0.8199,58.55,0.9483,0.8255,480.96,5.1848,1.5557,4.6174,1’294.47,14.9537,0.9098,16.0730,18.7389,16.0760,6’565.43,57.0
04 Jul 1994,60.06,0.5971,0.3889,0.8162,58.85,0.9554,0.8251,480.72,5.1822,1.5549,4.6151,1’293.82,14.9462,0.9094,16.0649,18.7295,16.0680,6’562.13,57.0
05 Jul 1994,60.04,0.5967,0.3877,0.8177,59.04,0.9520,0.8279,481.13,5.1787,1.5539,4.6116,1’294.92,14.9287,0.9081,15.8575,18.7259,16.0524,6’557.73,57.0
06 Jul 1994,59.86,0.5944,0.3847,0.8212,58.65,0.9378,0.8233,479.28,5.1588,1.5479,4.5939,1’289.93,14.8712,0.9035,15.7963,18.6478,15.9460,6’532.46,56.9
07 Jul 1994,60.25,0.5994,0.3885,0.8186,59.48,0.9475,0.8317,483.31,5.2022,1.5569,4.6321,1’300.78,14.9962,0.9111,15.9292,18.8152,16.0238,6’587.41,57.2
08 Jul 1994,60.20,0.5984,0.3885,0.8238,58.98,0.9402,0.8315,482.50,5.1935,1.5535,4.6244,1’298.61,14.9712,0.9090,15.9026,18.7838,15.8361,6’576.42,57.2
11 Jul 1994,60.44,0.6045,0.3885,0.8252,59.35,0.9403,0.8388,486.99,5.2464,1.5669,4.6712,1’311.28,15.0936,0.9138,16.1161,18.9601,15.9008,6’643.46,57.4
12 Jul 1994,60.29,0.6057,0.3853,0.8236,59.00,0.9261,0.8386,488.07,5.2569,1.5671,4.6797,1’313.88,15.1236,0.9152,16.1481,18.9993,15.8566,6’656.64,57.3
13 Jul 1994,60.36,0.6061,0.3865,0.8228,59.09,0.9280,0.8366,488.40,5.2603,1.5690,4.6828,1’314.75,15.1336,0.9169,16.1588,19.0118,15.8671,6’661.04,57.3
14 Jul 1994,59.62,0.5967,0.3821,0.8114,58.62,0.9204,0.8241,480.90,5.1787,1.5455,4.6099,1’294.36,14.8989,0.9034,15.9082,18.7170,15.7254,6’557.73,56.6
15 Jul 1994,59.96,0.5999,0.3844,0.8134,59.11,0.9328,0.8263,483.48,5.2065,1.5566,4.6342,1’301.30,14.9788,0.9077,15.9935,18.8174,15.8284,6’592.90,56.9
18 Jul 1994,59.79,0.5983,0.3829,0.8181,58.47,0.9252,0.8235,482.81,5.1926,1.5524,4.6219,1’295.30,14.9388,0.9038,15.9029,18.7806,15.7610,6’575.32,56.8
19 Jul 1994,59.86,0.5973,0.3827,0.8166,58.88,0.9255,0.8226,482.20,5.1840,1.5498,4.6141,1’293.14,14.9139,0.9034,15.8763,18.7492,15.6821,6’564.33,56.8
