,TWI,Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Historical TWI
,17 currency basket,United States dollar,UK pound sterling,Australian dollar,Japanese yen,German deutsche mark,Canadian dollar,South Korean won,Chinese renminbi,Malaysian ringgit,Hong Kong dollar,Indonesian rupiah,Thai baht,Singapore dollar,New Taiwan dollar,Indian rupee,Philippine peso,Vietnamese dong,Base June 1979=100
Notes,,,,,,,,,,,,,,,,,,,
Unit,Index,NZD/USD,NZD/GBP,NZD/AUD,NZD/JPY,NZD/DEM,NZD/CAD,NZD/KRW,NZD/CNY,NZD/MYR,NZD/HKD,NZD/IDR,NZD/THB,NZD/SGD,NZD/TWD,NZD/INR,NZD/PHP,NZD/VND,Index
Series Id,EXRT.DS41.NZB17,EXR.DS11.D06,EXR.DS11.D04,EXR.DS11.D01,EXR.DS11.D05,EXR.DS11.D25,EXR.DS11.D02,EXR.DS11.D12,EXR.DS11.D11,EXR.DS11.D14,EXR.DS11.D08,EXR.DS11.D13,EXR.DS11.D15,EXR.DS11.D09,EXR.DS11.D16,EXR.DS11.D31,EXR.DS11.D32,EXR.DS11.D33,EXRT.DS41.N
12 Jul 1993,57.11,0.5485,0.3695,0.8067,60.20,0.9445,0.7010,441.59,3.1369,1.4118,4.2579,1’147.49,13.9249,0.8923,14.4312,17.3459,15.0755,5’800.66,55.6
13 Jul 1993,57.04,0.5478,0.3711,0.8091,59.68,0.9489,0.7018,441.60,3.1329,1.4071,4.2485,1’146.03,13.9071,0.8871,14.4018,17.3245,15.0563,5’793.26,55.6
14 Jul 1993,57.12,0.5503,0.3681,0.8120,59.33,0.9468,0.7061,443.50,3.1472,1.4165,4.2685,1’151.26,13.9706,0.8936,14.4675,17.3620,15.1288,5’819.70,55.6
15 Jul 1993,,0.5493,0.3659,0.8104,,0.9441,0.7040,441.10,3.1414,1.4121,4.2601,1’149.16,13.9452,0.8926,14.4302,17.3706,15.1058,5’809.12,55.4
16 Jul 1993,57.06,0.5502,0.3697,0.8078,59.31,0.9466,0.7033,444.25,3.1466,1.4129,4.2674,1’151.05,13.9680,0.8903,14.4481,17.3991,15.1465,5’818.64,55.5
19 Jul 1993,56.79,0.5471,0.3678,0.8082,58.92,0.9371,0.6994,441.85,3.1289,1.4082,4.2440,1’144.56,13.8893,0.8884,14.5447,17.1789,15.1273,5’785.86,55.3
20 Jul 1993,56.86,0.5476,0.3649,0.8096,59.33,0.9333,0.7004,442.90,3.1317,1.4063,4.2463,1’144.65,13.8703,0.8868,14.3908,17.3183,15.1981,5’791.14,55.4
21 Jul 1993,56.92,0.5489,0.3638,0.8087,59.47,0.9334,0.7013,443.66,3.1392,1.4089,4.2550,1’147.37,13.9032,0.8873,14.4307,17.3569,15.2935,5’804.89,55.4
22 Jul 1993,57.04,0.5494,0.3640,0.8119,59.47,0.9359,0.7029,443.82,3.1420,1.4113,4.2602,1’148.41,13.9159,0.8884,14.4492,17.3748,15.3112,5’810.18,55.5
23 Jul 1993,57.13,0.5513,0.3685,0.8149,58.68,0.9440,0.7054,445.71,3.1529,1.4140,4.2746,1’152.38,13.9640,0.8909,14.5928,17.4349,15.2760,5’830.27,55.5
26 Jul 1993,57.16,0.5511,0.3674,0.8119,58.85,0.9502,0.7057,445.73,3.1517,1.4142,4.2744,1’151.72,13.9413,0.8916,14.8573,17.3872,15.2467,5’828.16,55.5
27 Jul 1993,57.32,0.5527,0.3686,0.8149,59.00,0.9530,0.7098,447.13,3.1609,1.4186,4.2858,1’155.07,13.9818,0.8938,14.7406,17.4377,15.2910,5’845.08,55.7
28 Jul 1993,57.13,0.5514,0.3706,0.8127,58.57,0.9519,0.7079,445.32,3.1535,1.4124,4.2764,1’152.35,13.9489,0.8892,14.7115,17.4365,15.3002,5’831.33,55.5
29 Jul 1993,57.10,0.5505,0.3685,0.8136,58.43,0.9451,0.7089,443.81,3.1483,1.4119,4.2698,1’150.47,13.9261,0.8908,14.6874,17.3683,15.2389,5’821.81,55.4
30 Jul 1993,57.15,0.5515,0.3715,0.8064,58.53,0.9587,0.7088,445.40,3.1540,1.4145,4.2775,1’152.56,13.9514,0.8924,14.7086,17.3998,15.2738,5’832.39,55.4
02 Aug 1993,56.96,0.5530,0.3741,0.8042,57.22,0.9572,0.7135,446.04,3.1626,1.4158,4.2882,1’159.09,13.9646,0.8934,14.8964,17.3642,15.3269,5’924.01,55.2
03 Aug 1993,56.72,0.5517,0.3681,0.8006,57.48,0.9430,0.7120,445.06,3.1552,1.4128,4.2777,1’156.36,13.9318,0.8907,14.7085,17.4472,15.2920,5’910.09,54.9
04 Aug 1993,56.81,0.5518,0.3681,0.8017,57.88,0.9431,0.7111,445.47,3.1557,1.4066,4.2792,1’156.57,13.9343,0.8920,14.7166,17.3265,15.3853,5’911.16,55.0
05 Aug 1993,57.05,0.5536,0.3682,0.8053,58.23,0.9475,0.7157,446.42,3.1660,1.4115,4.2921,1’160.34,13.9798,0.8935,14.7702,17.3830,15.4421,5’930.44,55.2
06 Aug 1993,56.78,0.5507,0.3687,0.8082,57.38,0.9419,0.7109,444.15,3.1494,1.4045,4.2697,1’154.27,13.9066,0.8875,14.6873,17.2920,15.4174,5’899.37,55.0
09 Aug 1993,56.80,0.5498,0.3672,0.8076,57.50,0.9321,0.7103,444.35,3.1443,1.4022,4.2614,1’150.21,13.8558,0.8858,14.8154,17.2637,15.3746,5’889.73,55.0
10 Aug 1993,56.60,0.5485,0.3681,0.8026,57.31,0.9328,0.7092,443.81,3.1369,1.4003,4.2509,1’147.49,13.8231,0.8844,14.6341,17.3455,15.3953,5’875.81,54.8
11 Aug 1993,56.81,0.5506,0.3746,0.8028,57.35,0.9455,0.7183,444.82,3.1489,1.4053,4.2669,1’151.88,13.8760,0.8861,14.6901,17.4284,15.3997,5’898.30,55.0
12 Aug 1993,56.94,0.5517,0.3747,0.8068,57.21,0.9478,0.7240,446.40,3.1552,1.4088,4.2777,1’154.18,13.9037,0.8881,14.7195,17.3234,15.3505,5’910.09,55.1
13 Aug 1993,56.90,0.5511,0.3770,0.8155,56.18,0.9453,0.7246,446.31,3.1517,1.4062,4.2737,1’152.93,13.8886,0.8867,14.6980,17.3045,15.3735,5’903.66,55.0
16 Aug 1993,56.89,0.5523,0.3771,0.8173,55.89,0.9416,0.7264,446.92,3.1586,1.4082,4.2817,1’155.92,13.9013,0.8875,14.8896,17.4811,15.4230,5’916.51,55.0
17 Aug 1993,56.95,0.5557,0.3731,0.8168,55.90,0.9358,0.7304,450.40,3.1780,1.4172,4.3081,1’163.04,13.9869,0.8930,14.8206,17.4212,15.4996,5’952.94,55.0
18 Aug 1993,57.02,0.5544,0.3725,0.8209,56.27,0.9389,0.7329,449.27,3.1706,1.4118,4.2967,1’160.32,13.9542,0.8900,14.7915,17.5477,15.4966,5’939.01,55.2
19 Aug 1993,56.90,0.5539,0.3666,0.8196,56.38,0.9321,0.7272,448.61,3.1677,1.4130,4.2901,1’159.27,13.9416,0.8915,14.7782,17.3648,15.5491,5’933.65,55.1
20 Aug 1993,57.18,0.5547,0.3688,0.8167,58.02,0.9366,0.7316,449.62,3.1723,1.4158,4.2987,1’160.95,13.9617,0.8947,14.8050,17.3898,15.5150,5’942.22,55.4
23 Aug 1993,57.07,0.5544,0.3656,0.8208,57.24,0.9285,0.7319,449.56,3.1706,1.4136,4.2953,1’162.75,13.9437,0.8913,14.9434,17.5510,15.5221,5’939.01,55.3
24 Aug 1993,57.10,0.5524,0.3675,0.8271,57.25,0.9314,0.7278,447.83,3.1592,1.4081,4.2798,1’158.56,13.8934,0.8882,14.7381,17.4852,15.4633,5’917.59,55.4
25 Aug 1993,57.38,0.5548,0.3704,0.8269,57.92,0.9311,0.7277,449.23,3.1729,1.4146,4.2994,1’163.59,13.9537,0.8924,14.8077,17.5613,15.5444,5’943.30,55.7
26 Aug 1993,57.75,0.5578,0.3760,0.8305,58.68,0.9400,0.7345,451.26,3.1901,1.4215,4.3234,1’169.88,14.0292,0.8955,14.8878,17.6578,15.6296,5’975.43,56.1
27 Aug 1993,57.24,0.5537,0.3666,0.8297,57.78,0.9234,0.7303,448.12,3.1666,1.4103,4.2899,1’161.28,13.9240,0.8886,14.7783,17.5280,15.5197,5’931.51,55.6
30 Aug 1993,57.16,0.5536,0.3703,0.8245,57.45,0.9224,0.7316,447.03,3.1660,1.4101,4.2891,1’164.00,13.9165,0.8883,14.9150,17.5223,15.5207,5’930.44,55.4
31 Aug 1993,57.16,0.5529,0.3704,0.8240,57.67,0.9234,0.7294,446.97,3.1620,1.4083,4.2837,1’162.53,13.8989,0.8876,14.7405,17.5002,15.5050,5’922.94,55.5
01 Sep 1993,57.31,0.5537,0.3718,0.8257,58.08,0.9283,0.7346,446.89,3.1666,1.4103,4.2899,1’164.21,13.9191,0.8889,14.7728,17.5264,15.5307,5’957.81,55.7
02 Sep 1993,57.26,0.5528,0.3681,0.8305,58.23,0.9168,0.7327,446.89,3.1615,1.4080,4.2833,1’162.32,13.8964,0.8875,14.7488,17.3469,15.5320,5’948.13,55.7
03 Sep 1993,56.85,0.5475,0.3646,0.8325,57.90,0.9009,0.7267,442.07,3.1311,1.3956,4.2419,1’151.18,13.7632,0.8782,14.6129,17.1806,15.3716,5’891.10,55.4
06 Sep 1993,56.60,0.5461,0.3567,0.8382,57.08,0.8832,0.7248,440.94,3.1231,1.3920,4.2310,1’148.23,13.7280,0.8760,14.5755,17.1677,15.2662,5’876.04,55.1
07 Sep 1993,56.75,0.5479,0.3579,0.8407,57.19,0.8822,0.7240,442.85,3.1334,1.3956,4.2410,1’152.26,13.7871,0.8782,14.6181,17.3442,15.3401,5’895.40,55.3
08 Sep 1993,56.89,0.5496,0.3572,0.8398,57.46,0.8876,0.7247,443.58,3.1432,1.3981,4.2522,1’155.84,13.8299,0.8808,14.6580,17.3951,15.3866,5’913.70,55.4
09 Sep 1993,57.20,0.5534,0.3590,0.8415,58.28,0.8933,0.7285,446.83,3.1649,1.4074,4.2810,1’163.83,13.9255,0.8860,14.7648,17.5157,15.5002,5’954.58,55.7
10 Sep 1993,57.15,0.5529,0.3572,0.8433,58.42,0.8862,0.7266,446.36,3.1620,1.4062,4.2781,1’162.78,13.9129,0.8837,14.7460,17.4999,15.4757,5’949.20,55.7
13 Sep 1993,57.09,0.5504,0.3546,0.8473,58.39,0.8778,0.7238,444.44,3.1477,1.3998,4.2574,1’157.03,13.8431,0.8797,14.8276,17.2716,15.4750,5’922.30,55.7
14 Sep 1993,57.25,0.5517,0.3560,0.8520,58.28,0.8892,0.7296,446.11,3.1552,1.4024,4.2668,1’159.76,13.8758,0.8815,14.7140,17.4616,15.5000,5’936.29,55.9
15 Sep 1993,57.30,0.5514,0.3573,0.8530,58.62,0.8871,0.7230,445.97,3.1535,1.4023,4.2652,1’159.13,13.8682,0.8811,14.7060,17.3977,15.5197,5’933.06,56.0
16 Sep 1993,57.09,0.5516,0.3559,0.8489,57.82,0.8807,0.7243,446.06,3.1546,1.4050,4.2647,1’159.55,13.8732,0.8800,14.7058,17.4053,15.5678,5’935.22,55.7
17 Sep 1993,56.86,0.5486,0.3586,0.8463,57.19,0.8815,0.7205,444.03,3.1374,1.3984,4.2412,1’153.25,13.7978,0.8752,14.6313,17.3106,15.4798,5’902.94,55.4
20 Sep 1993,57.11,0.5512,0.3608,0.8468,57.60,0.8916,0.7286,446.75,3.1523,1.4036,4.2620,1’158.71,13.8667,0.8788,14.6288,17.3933,15.5505,5’930.91,55.0
21 Sep 1993,57.29,0.5524,0.3603,0.8520,57.67,0.8878,0.7284,448.05,3.1592,1.4038,4.2722,1’161.24,13.8969,0.8819,14.6716,17.3343,15.5578,5’943.82,55.8
22 Sep 1993,57.57,0.5540,0.3648,0.8460,58.87,0.9081,0.7309,448.58,3.1683,1.4125,4.2863,1’164.60,13.9371,0.8827,14.7364,17.4798,15.5530,5’961.04,56.1
23 Sep 1993,57.69,0.5543,0.3654,0.8492,58.95,0.9039,0.7331,448.39,3.1700,1.4151,4.2899,1’165.23,13.9447,0.8833,14.7664,17.3939,15.5775,5’964.27,56.2
24 Sep 1993,57.64,0.5540,0.3681,0.8457,58.72,0.9112,0.7311,448.15,3.1683,1.4122,4.2896,1’164.60,13.9371,0.8805,14.7643,17.3845,15.6173,5’961.04,56.2
27 Sep 1993,57.73,0.5547,0.3662,0.8509,58.90,0.9044,0.7357,448.71,3.1723,1.4100,4.2937,1’166.81,13.9970,0.8820,14.9410,17.5003,15.5322,5’968.57,56.3
28 Sep 1993,57.51,0.5522,0.3654,0.8520,58.46,0.8999,0.7307,446.62,3.1580,1.4080,4.2730,1’161.55,13.9339,0.8778,14.8737,17.4206,15.7068,5’941.67,56.1
29 Sep 1993,57.40,0.5519,0.3645,0.8537,58.13,0.8887,0.7337,446.38,3.1563,1.4068,4.2694,1’160.92,13.9263,0.8759,14.7083,17.3186,16.1011,5’938.44,56.0
30 Sep 1993,57.29,0.5497,0.3639,0.8518,57.79,0.8905,0.7333,444.60,3.1437,1.4005,4.2510,1’156.29,13.8708,0.8696,14.7713,17.3436,16.3882,5’914.77,55.8
01 Oct 1993,57.42,0.5500,0.3678,0.8505,58.35,0.8984,0.7358,444.84,3.1503,1.4009,4.2543,1’156.92,13.8784,0.8698,14.6137,17.3531,16.1475,5’934.50,56.0
04 Oct 1993,57.46,0.5505,0.3677,0.8496,58.43,0.9089,0.7390,445.42,3.1483,1.4022,4.2582,1’158.22,13.9121,0.8702,14.7777,17.3704,16.0911,5’939.90,56.1
05 Oct 1993,57.23,0.5493,0.3630,0.8512,58.04,0.8918,0.7354,446.04,3.1414,1.3981,4.2479,1’155.69,13.8817,0.8627,14.5730,17.3338,15.7429,5’926.95,55.9
06 Oct 1993,56.97,0.5478,0.3617,0.8411,57.90,0.8902,0.7311,445.69,3.1329,1.3921,4.2363,1’152.54,13.8438,0.8535,14.7013,17.2850,15.8057,5’910.76,55.5
07 Oct 1993,57.06,0.5501,0.3607,0.8386,58.04,0.8920,0.7346,446.73,3.1460,1.3983,4.2502,1’157.37,13.9019,0.8662,14.6105,17.3595,15.9540,5’935.58,55.6
08 Oct 1993,57.18,0.5516,0.3623,0.8425,57.96,0.8954,0.7344,447.58,3.1546,1.4014,4.2614,1’160.53,13.9399,0.8635,14.8104,17.4068,15.9600,5’951.76,55.7
11 Oct 1993,57.14,0.5516,0.3593,0.8389,58.49,0.8834,0.7344,447.58,3.1546,1.4014,4.2614,1’160.53,13.9399,0.8635,14.8104,17.4044,15.8767,5’951.76,55.7
12 Oct 1993,57.11,0.5517,0.3600,0.8388,58.42,0.8831,0.7334,448.10,3.1552,1.4020,4.2619,1’160.50,13.8932,0.8620,14.6643,17.4086,15.9712,5’952.84,55.7
13 Oct 1993,57.13,0.5520,0.3604,0.8385,58.37,0.8806,0.7335,447.91,3.1569,1.4035,4.2649,1’161.13,13.9008,0.8641,14.6723,17.4179,16.0025,5’956.08,55.6
14 Oct 1993,57.26,0.5529,0.3631,0.8368,58.71,0.8859,0.7328,448.16,3.1620,1.4058,4.2718,1’163.02,13.9234,0.8673,14.6907,17.3500,16.1325,5’965.79,55.8
15 Oct 1993,57.13,0.5509,0.3633,0.8304,59.00,0.8886,0.7332,447.01,3.1506,1.4011,4.2557,1’158.81,13.8731,0.8638,14.6430,17.2872,16.0923,5’944.21,55.6
18 Oct 1993,57.46,0.5521,0.3682,0.8371,59.16,0.8974,0.7317,447.37,3.1869,1.4045,4.2650,1’160.61,13.9349,0.8685,14.8386,17.4221,16.1373,5’957.16,56.0
19 Oct 1993,57.63,0.5535,0.3724,0.8347,59.42,0.9082,0.7333,448.07,3.1950,1.4077,4.2784,1’163.55,13.9702,0.8725,14.7286,17.4662,16.2142,5’972.27,56.1
20 Oct 1993,57.73,0.5549,0.3721,0.8366,59.35,0.9102,0.7311,449.24,3.2031,1.4112,4.2916,1’166.49,14.0056,0.8757,14.7658,17.5106,16.2924,5’987.37,56.2
21 Oct 1993,57.76,0.5555,0.3720,0.8305,59.87,0.9111,0.7277,449.69,3.2065,1.4138,4.2972,1’167.75,14.0207,0.8736,14.7818,17.5270,16.3706,5’993.85,56.2
22 Oct 1993,57.96,0.5562,0.3766,0.8311,60.21,0.9267,0.7255,449.96,3.2106,1.4171,4.3026,1’169.22,14.0384,0.8763,14.8115,17.5491,16.3701,6’001.40,56.4
26 Oct 1993,58.03,0.5567,0.3755,0.8296,60.47,0.9382,0.7327,450.37,3.2134,1.4165,4.3032,1’170.28,14.1080,0.8734,14.8193,17.5119,16.3709,6’006.79,56.5
27 Oct 1993,57.96,0.5553,0.3750,0.8328,60.13,0.9318,0.7322,449.45,3.2054,1.4198,4.2923,1’167.33,14.0725,0.8755,14.7820,17.4667,16.3408,5’991.69,56.4
28 Oct 1993,57.97,0.5548,0.3748,0.8335,60.08,0.9325,0.7345,449.05,3.2025,1.4197,4.2885,1’166.28,14.0598,0.8792,14.7687,17.4506,16.2878,5’986.29,56.4
29 Oct 1993,57.82,0.5542,0.3723,0.8317,59.94,0.9265,0.7319,448.31,3.1990,1.4167,4.2828,1’165.02,14.0446,0.8793,14.7362,17.4318,15.9781,5’979.82,56.3
01 Nov 1993,57.89,0.5552,0.3740,0.8245,60.34,0.9367,0.7278,448.72,3.2048,1.4221,4.2899,1’167.12,14.0699,0.8842,14.7628,17.4625,16.0070,6’011.43,56.3
02 Nov 1993,57.79,0.5544,0.3748,0.8236,60.06,0.9403,0.7249,447.75,3.2002,1.4212,4.2834,1’165.44,14.0497,0.8821,14.7306,17.4026,15.9839,6’002.77,56.2
03 Nov 1993,57.75,0.5543,0.3750,0.8244,59.80,0.9433,0.7254,447.45,3.1996,1.4191,4.2826,1’165.23,14.0471,0.8797,14.7221,17.4348,16.0254,6’001.68,56.2
04 Nov 1993,57.73,0.5548,0.3746,0.8228,59.71,0.9380,0.7234,447.89,3.2025,1.4237,4.2865,1’166.28,14.0598,0.8840,14.7467,17.4505,15.9111,6’007.10,56.1
05 Nov 1993,57.97,0.5565,0.3755,0.8260,60.34,0.9430,0.7192,449.15,3.2123,1.4236,4.3003,1’169.86,14.1029,0.8869,14.7249,17.5039,15.8558,6’025.50,56.4
08 Nov 1993,56.91,0.5458,0.3676,0.8108,59.13,0.9225,0.7073,440.55,3.1505,1.3959,4.2173,1’143.28,13.8423,0.8692,14.6665,17.1585,15.3937,5’909.65,55.3
09 Nov 1993,56.80,0.5446,0.3672,0.8162,58.60,0.9167,0.7114,439.65,3.1436,1.3889,4.2080,1’140.76,13.8118,0.8673,14.4810,17.1419,15.3348,5’896.66,55.2
10 Nov 1993,56.71,0.5434,0.3698,0.8149,58.61,0.9194,0.7104,438.69,3.1367,1.3848,4.2000,1’138.25,13.7814,0.8649,14.4383,17.0573,15.3744,5’883.66,55.2
11 Nov 1993,56.33,0.5398,0.3648,0.8134,57.86,0.9105,0.7057,435.78,3.1159,1.3756,4.1722,1’130.71,13.6901,0.8591,14.3427,16.9443,15.2866,5’844.68,54.8
12 Nov 1993,56.34,0.5406,0.3655,0.8143,57.53,0.9158,0.7100,435.41,3.1205,1.3777,4.1761,1’132.38,13.7104,0.8599,14.3800,16.9694,15.3147,5’853.35,54.8
15 Nov 1993,56.06,0.5372,0.3597,0.8183,56.79,0.9042,0.7090,432.95,3.1009,1.3683,4.1499,1’122.91,13.5897,0.8561,14.4265,16.8775,15.2506,5’816.53,54.5
16 Nov 1993,56.32,0.5385,0.3620,0.8212,57.47,0.9126,0.7072,433.99,3.1084,1.3720,4.1602,1’125.63,13.6226,0.8573,14.3134,16.9259,15.3796,5’830.61,54.8
17 Nov 1993,57.33,0.5487,0.3708,0.8282,58.66,0.9365,0.7220,443.14,3.1673,1.4008,4.2410,1’146.95,13.8806,0.8744,14.5900,17.2237,15.7954,5’941.05,55.7
18 Nov 1993,57.45,0.5499,0.3721,0.8283,58.80,0.9386,0.7278,444.36,3.1742,1.4024,4.2509,1’149.46,13.9110,0.8776,14.6328,17.3007,15.8168,5’954.04,55.8
19 Nov 1993,57.46,0.5484,0.3718,0.8308,58.95,0.9397,0.7279,442.83,3.1655,1.4004,4.2374,1’146.32,13.8730,0.8769,14.5929,17.2535,15.7687,5’937.80,55.9
22 Nov 1993,57.54,0.5486,0.3727,0.8288,59.57,0.9416,0.7293,442.35,3.1667,1.3995,4.2389,1’153.98,13.9522,0.8761,14.5819,17.2206,15.7706,5’939.97,56.0
23 Nov 1993,57.44,0.5483,0.3717,0.8269,59.41,0.9343,0.7272,442.25,3.1650,1.3994,4.2356,1’153.34,13.9446,0.8762,14.5956,17.2623,15.7625,5’936.72,55.9
24 Nov 1993,57.48,0.5491,0.3684,0.8288,59.45,0.9349,0.7293,443.18,3.1696,1.4004,4.2415,1’155.03,13.9649,0.8766,14.6169,17.2362,15.7136,5’945.38,55.9
25 Nov 1993,57.40,0.5488,0.3689,0.8247,59.44,0.9351,0.7289,442.94,3.1678,1.3996,4.2391,1’154.40,13.9573,0.8761,14.6090,17.2684,15.5223,5’942.13,55.8
26 Nov 1993,57.42,0.5482,0.3686,0.8265,59.42,0.9365,0.7288,442.67,3.1644,1.4013,4.2361,1’153.13,13.9420,0.8774,14.6039,17.2496,15.4708,5’935.64,55.8
29 Nov 1993,57.23,0.5443,0.3676,0.8259,59.39,0.9324,0.7269,439.34,3.1518,1.3928,4.2057,1’144.21,13.8428,0.8714,14.6633,17.1277,15.2175,5’893.41,55.7
30 Nov 1993,57.34,0.5456,0.3665,0.8289,59.49,0.9317,0.7285,440.64,3.1593,1.3958,4.2148,1’146.94,13.8759,0.8730,14.5404,17.1264,15.2539,5’907.48,55.8
01 Dec 1993,57.46,0.5467,0.3682,0.8297,59.55,0.9379,0.7289,441.64,3.1657,1.3979,4.2226,1’149.25,13.9039,0.8747,14.5752,17.2011,15.2983,5’927.59,55.9
02 Dec 1993,57.48,0.5473,0.3702,0.8274,59.47,0.9423,0.7291,442.33,3.1691,1.3997,4.2279,1’150.52,13.9191,0.8751,14.5799,17.2108,15.1761,5’934.10,55.9
03 Dec 1993,57.51,0.5491,0.3700,0.8210,59.79,0.9458,0.7294,444.11,3.1796,1.4029,4.2418,1’154.30,13.9649,0.8800,14.6224,17.2674,15.2425,5’953.62,55.9
06 Dec 1993,57.41,0.5491,0.3678,0.8230,59.55,0.9420,0.7259,444.40,3.1796,1.4015,4.2411,1’154.30,13.9649,0.8776,14.6115,17.2417,15.2425,5’953.62,55.8
07 Dec 1993,57.41,0.5508,0.3666,0.8223,59.42,0.9375,0.7290,445.70,3.1894,1.4051,4.2533,1’157.87,14.0081,0.8793,14.6404,17.3114,15.2021,5’972.05,55.8
08 Dec 1993,57.63,0.5519,0.3699,0.8276,59.44,0.9410,0.7302,446.70,3.1958,1.4086,4.2624,1’160.19,14.0361,0.8811,14.6805,17.3583,15.2562,5’983.98,56.0
09 Dec 1993,57.88,0.5546,0.3712,0.8248,60.30,0.9480,0.7367,448.96,3.2114,1.4152,4.2833,1’165.86,14.1048,0.8865,14.7469,17.4498,15.3458,6’013.25,56.2
10 Dec 1993,57.86,0.5543,0.3707,0.8257,60.31,0.9437,0.7367,448.61,3.2097,1.4148,4.2810,1’165.23,14.0972,0.8857,14.7279,17.4403,15.4328,6’010.00,56.2
13 Dec 1993,57.94,0.5545,0.3710,0.8272,60.47,0.9400,0.7361,448.70,3.2108,1.4124,4.2825,1’166.14,14.0843,0.8841,14.8799,17.4516,15.5709,6’012.17,56.3
14 Dec 1993,58.07,0.5557,0.3726,0.8290,60.46,0.9486,0.7412,450.07,3.2178,1.4165,4.2924,1’168.66,14.1148,0.8857,14.7592,17.4753,15.5435,6’025.18,56.4
15 Dec 1993,58.16,0.5562,0.3736,0.8262,60.85,0.9538,0.7416,450.99,3.2207,1.4185,4.2963,1’169.72,14.1275,0.8868,14.7283,17.4999,15.6292,6’030.60,56.5
16 Dec 1993,58.60,0.5606,0.3789,0.8295,61.55,0.9628,0.7475,454.48,3.2461,1.4294,4.3306,1’178.97,14.2393,0.8932,14.8279,17.5860,15.7562,6’078.31,57.0
17 Dec 1993,58.59,0.5607,0.3771,0.8317,61.55,0.9580,0.7513,454.38,3.2467,1.4296,4.3314,1’179.18,14.2418,0.8930,14.7351,17.5892,15.7007,6’079.39,57.0
20 Dec 1993,58.37,0.5589,0.3759,0.8239,61.53,0.9554,0.7509,452.92,3.2391,1.4258,4.3175,1’175.15,14.2250,0.8898,14.7102,17.5799,15.6050,6’059.87,56.7
21 Dec 1993,58.68,0.5618,0.3774,0.8276,62.15,0.9604,0.7555,455.97,3.2559,1.4332,4.3402,1’181.24,14.2988,0.8947,14.8201,17.6663,15.5534,6’091.32,57.0
22 Dec 1993,58.64,0.5613,0.3772,0.8256,62.39,0.9584,0.7496,455.60,3.2530,1.4330,4.3357,1’180.19,14.2861,0.8939,14.8465,17.6980,15.4672,6’085.90,57.0
23 Dec 1993,58.31,0.5588,0.3737,0.8236,61.81,0.9511,0.7408,452.91,3.2385,1.4332,4.3157,1’174.94,14.2224,0.8891,14.7690,17.5296,15.4212,6’058.79,56.7
24 Dec 1993,58.31,0.5593,0.3720,0.8235,61.83,0.9477,0.7415,453.32,3.2414,1.4345,4.3196,1’175.99,14.2352,0.8899,14.7822,17.5452,15.4820,6’064.21,56.7
29 Dec 1993,58.51,0.5590,0.3710,0.8246,62.38,0.9517,0.7456,451.79,3.2481,1.4765,4.3173,1’175.60,14.2420,0.8958,14.7353,17.5999,15.4837,6’060.96,56.9
30 Dec 1993,58.58,0.5573,0.3759,0.8250,62.33,0.9613,0.7408,450.53,3.2382,1.5009,4.3041,1’172.03,14.1987,0.8931,14.7126,17.5572,15.4367,6’042.53,56.9
31 Dec 1993,58.78,0.5588,0.3778,0.8272,62.57,0.9697,0.7397,451.56,3.2469,1.5050,4.3157,1’175.18,14.2369,0.8955,14.7301,17.6045,15.4782,6’058.79,57.1
05 Jan 1994,59.41,0.5607,0.3779,0.8164,63.53,0.9737,0.7401,453.60,4.8725,1.4713,4.3307,1’184.41,14.3218,0.8978,14.7463,17.5892,15.5376,6’092.01,57.1
06 Jan 1994,59.17,0.5587,0.3759,0.8163,62.94,0.9724,0.7382,454.78,4.8551,1.4695,4.3146,1’180.19,14.2708,0.8895,14.6602,17.5264,15.4453,6’070.28,56.9
07 Jan 1994,58.96,0.5570,0.3756,0.8133,62.48,0.9709,0.7353,452.85,4.8403,1.4639,4.3038,1’176.59,14.2273,0.8889,14.6325,17.4731,15.3721,6’051.81,56.7
10 Jan 1994,59.05,0.5584,0.3739,0.8149,62.39,0.9641,0.7356,454.24,4.8571,1.4879,4.3136,1’171.88,14.2558,0.8920,14.7881,17.5631,15.4107,6’067.02,56.7
11 Jan 1994,59.19,0.5597,0.3747,0.8122,62.89,0.9705,0.7401,454.49,4.8684,1.5271,4.3240,1’174.61,14.2890,0.8988,14.6584,17.6194,15.4533,6’081.14,56.8
12 Jan 1994,59.12,0.5593,0.3745,0.8112,62.84,0.9730,0.7398,453.98,4.8650,1.5277,4.3216,1’173.77,14.2788,0.8979,14.6479,17.5480,15.4680,6’076.79,56.7
13 Jan 1994,58.98,0.5583,0.3713,0.8082,62.73,0.9678,0.7381,452.95,4.8563,1.5250,4.3139,1’171.67,14.2533,0.8985,14.6497,17.5669,15.4711,6’065.93,56.6
